;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 43MB C13.I02 Crecimiento. PYMES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
20.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;441;A la EOI para la estrategia Española Nación Emprendedora. Mecanismo de Recuperación y Resiliencia;;56.000,00;
;74700; A la Compañía Española de Reafianzamiento, S.A. (CERSA). Mecanismo de Recuperación y Resiliencia;112.000,00;;
;74701; A la Compañía Española de Reafianzamiento, S.A. (CERSA) para el Programa de Apoyo al Emprendimiento Industrial. Mecanismo de Recuperación y Resiliencia;30.000,00;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;198.000,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C13.I02 Crecimiento. PYMES;;198.000,00;
;;



